SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_030556335.1_ASM3055633v1,Myxozyma vanderwaltii,NRRL Y-17727,PRJNA736342,54101,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Myxozyma,Myxozyma vanderwaltii,fFUN1237
GCA_030563525.1_ASM3056352v1,Nadsonia commutata,NRRL Y-7950T,PRJNA736342,53686,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nadsonia,Nadsonia commutata,fFUN1238
GCA_001661315.1_Nadfu1,Nadsonia fulvescens var. elongata DSM 6958,DSM 6958,PRJNA207853,857566,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nadsonia,Nadsonia fulvescens,fNADFU
GCA_030560865.1_ASM3056086v1,Nadsonia starkeyi-henricii,NRRL YB-3963,PRJNA736342,43970,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nadsonia,Nadsonia starkeyi-henricii,fFUN1239
GCA_021527695.1_ASM2152769v1,Naematelia aurantialba,NX-20,PRJNA772294,371454,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Naemateliaceae,Naematelia,Naematelia aurantialba,fLI316
GCA_002105065.1_Treen1,Naematelia encephala,68-887.2,PRJNA330699,71784,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Naemateliaceae,Naematelia,Naematelia encephala,fBCR39
GCA_012922715.1_ASM1292271v1,Naganishia adeliensis,IF1SW-F1,PRJNA623412;PRJNA641401,92952,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia adeliensis,fL6Q91
GCA_001599735.1_JCM_2334_assembly_v001,Naganishia albida,JCM 2334,PRJDB3657,100951,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia albida,fFUN1240
GCA_025758675.1_ASM2575867v1,Naganishia antarctica,DBVPG 5271,PRJNA859108,89916,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia antarctica,fNNL44
GCA_030039265.1_MNACCFEE_5261,Naganishia cerealis,MNA-CCFEE 5261,PRJNA947659,610337,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia cerealis,fQFC25
GCA_037832395.1_ASM3783239v1,Naganishia diffluens,bongo,PRJNA1088538,89919,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia diffluens,fWGX93
GCA_030039255.1_MNACCFEE_5423,Naganishia friedmannii,MNA-CCFEE 5423,PRJNA947659,89922,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia friedmannii,fQFC25
GCA_022813745.1_ASM2281374v1,Naganishia kalamii,FJI-L2-BK-P3,PRJNA800051,3016355,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia kalamii,fOHC49
GCA_013423385.1_N_liquefaciens_N6_1.0,Naganishia liquefaciens,N6,PRJDB10172,104408,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia liquefaciens,fFUN1241
GCA_030039215.1_DBVPG_5303,Naganishia onofrii,DBVPG 5303,PRJNA947659,1851511,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia onofrii,fQFC25
GCA_013461525.1_ASM1346152v1,Naganishia randhawae,eABCC1,PRJNA634687,312146,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia randhawae,fHQJ04
GCA_012922685.1_ASM1292268v1,Naganishia sp. IF7SW-B1,IF7SW-B1,PRJNA623412;PRJNA641401,2740751,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia sp. IF7SW-B1,fL6Q91
GCA_030039245.1_MNACCFEE_5425,Naganishia vaughanmartiniae,MNA-CCFEE 5425,PRJNA947659,1424756,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia vaughanmartiniae,fQFC25
GCA_015708705.1_Nagvi1,Naganishia vishniacii ANT03-052,ANT03-052,PRJNA196045,1314774,dikarya,Basidiomycota,,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia vishniacii,fK463
GCA_030569875.1_ASM3056987v1,Nakaseomyces bracarensis,NRRL Y-48270,PRJNA736342,273131,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces bracarensis,fFUN1242
GCA_001039675.1_AGH_PRJEB150_V1,Nakaseomyces delphensis CBS 2170,CBS 2170,PRJEB150,1279113,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces delphensis,fPVX
GCF_010111755.1_ASM1011175v1,Nakaseomyces glabratus,ATCC 2001,PRJNA596126,5478,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces glabratus,fGVI51
GCA_030556385.1_ASM3055638v1,Nakaseomyces kungkrabaensis,CBS 10927,PRJNA736342,644822,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces kungkrabaensis,fFUN1243
GCA_017309295.1_JHU_Cniv_v1,Nakaseomyces nivariensis,CBS 9983,PRJNA686979,418086,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces nivariensis,fJFU62
GCA_030571395.1_ASM3057139v1,Nakaseomyces sp. UFMG-CM-Y6046,UFMG-CM-Y6046,PRJNA736342,2866347,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces sp. UFMG-CM-Y6046,fFUN1244
GCA_030564085.1_ASM3056408v1,Nakaseomyces uthaithaninus,CBS 10932,PRJNA736342,1040648,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces uthaithaninus,fFUN1245
GCA_003049435.1_ASM304943v1,Nakataea oryzae,M69,PRJNA438993,165778,dikarya,Ascomycota,,Sordariomycetes,,Magnaporthales,Magnaporthaceae,Nakataea,Nakataea oryzae,fC7V38
GCA_024271865.1_ASM2427186v1,Nakazawaea ambrosiae,VH60_CP,PRJNA841440,2518133,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea ambrosiae,fM9J85
GCA_030556755.1_ASM3055675v1,Nakazawaea anatomiae,NRRL Y-17641,PRJNA736342,1538176,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea anatomiae,fFUN1246
GCA_030567655.1_ASM3056765v1,Nakazawaea ernobii,NRRL Y-17782,PRJNA736342,1538178,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea ernobii,fFUN1247
GCA_003706265.2_ASM370626v2,Nakazawaea holstii,NRRL Y-2155,PRJNA429441,36025,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea holstii,fFUN1248
GCA_022817945.1_ASM2281794v1,Nakazawaea ishiwadae,GDMCC 60786,PRJNA705034,1538179,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea ishiwadae,fJY815
GCA_030704985.1_ASM3070498v1,Nakazawaea laoshanensis,NRRL Y-63634,PRJNA736342,1538180,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea laoshanensis,fFUN1249
GCA_030569155.1_ASM3056915v1,Nakazawaea molendinolei,CBS 12508,PRJNA736342,1538181,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea molendinolei,fFUN1250
GCA_001599355.1_JCM_9829_assembly_v001,Nakazawaea peltata,JCM 9829,PRJDB3624,1538182,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea peltata,fFUN1251
GCA_030567755.1_ASM3056775v1,Nakazawaea pomicola,NRRL Y-27083,PRJNA736342,1538183,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea pomicola,fFUN1252
GCA_030557235.1_ASM3055723v1,Nakazawaea populi,NRRL Y-17681,PRJNA736342,1538184,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea populi,fFUN1253
GCA_030569775.1_ASM3056977v1,Nakazawaea siamensis,CBS 12569,PRJNA736342,1449382,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea siamensis,fFUN1254
GCA_030571255.1_ASM3057125v1,Nakazawaea sp. yHDR128,yHDR128,PRJNA736342,2866348,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea sp. yHDR128,fFUN1255
GCA_030567635.1_ASM3056763v1,Nakazawaea wickerhamii,NRRL Y-2563,PRJNA736342,1538186,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea wickerhamii,fFUN1256
GCA_030567715.1_ASM3056771v1,Nakazawaea wyomingensis,NRRL YB-2152,PRJNA736342,1538187,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,,Nakazawaea,Nakazawaea wyomingensis,fFUN1257
GCF_000150975.2_MS_CBS118893,Nannizzia gypsea CBS 118893,CBS 118893,PRJNA20599,535722,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Arthrodermataceae,Nannizzia,Nannizzia gypsea,fMGYG
GCA_029635245.1_ASM2963524v1,Nannizziopsis arthrosporioides,CBS 118890,PRJNA843904,1254446,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Nannizziopsiaceae,Nannizziopsis,Nannizziopsis arthrosporioides,fNBT41
GCA_014964245.1_Nbarb_1.0,Nannizziopsis barbatae,USC001,PRJNA662660,1007502,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Nannizziopsiaceae,Nannizziopsis,Nannizziopsis barbatae,fIC224
GCA_030568095.1_ASM3056809v1,Naumovozyma baii,CBS 12642,PRJNA736342,1209964,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma baii,fFUN1258
GCF_000237345.1_ASM23734v1,Naumovozyma castellii,type strain:CBS 4309,PRJEA70625,27288,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii,fNCAS
GCF_000227115.2_ASM22711v2,Naumovozyma dairenensis CBS 421,type strain:CBS 421,PRJEA70961,1071378,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis,fNDAI
GCA_002682825.1_ASM268282v1,Nectria sp. B-13,B-13,PRJNA394176,2020480,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Nectria,Nectria sp. B-13,fCGS61
GCA_017654865.1_FW16,Nectria sp. FW16.1,FW16.1,PRJNA413482,2043490,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Nectria,Nectria sp. FW16.1,fNEMBOFW57
GCA_029299875.1_ASM2929987v1,Nectriaceae sp.,CTeuk-1919,PRJNA810309,1756110,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,,Nectriaceae sp.,fFUN1259
GCA_023628695.1_ASM2362869v1,Nectriaceae sp. PG4201,PG4201,PRJNA833221,2939535,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,,Nectriaceae sp. PG4201,fFUN1260
GCA_022578505.1_Nemabo1,Nemania abortiva,FL1152,PRJNA571068,561989,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Nemania,Nemania abortiva,fF5Y10
GCA_029590615.1_Nemania_bipapillata_reassambly_v1,Nemania bipapillata,CP14,PRJNA896792,110536,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Nemania,Nemania bipapillata,fONZ43
GCA_038501195.1_ASM3850119v1,Nemania diffusa,YAFEF818,PRJNA1091577,389665,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Nemania,Nemania diffusa,fWKU40
GCA_022578855.1_NsAZ0576_1,Nemania serpens,AZ0576,PRJNA571055,109381,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Nemania,Nemania serpens,fF5X97
GCA_022432375.1_NeFL0031_2,Nemania sp. FL0031,FL0031,PRJNA583316,2663370,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Nemania,Nemania sp. FL0031,fGGR51
GCA_022578715.1_NeFL0916_1,Nemania sp. FL0916,FL0916,PRJNA567092,2614608,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Nemania,Nemania sp. FL0916,fF4777
GCA_022578495.1_Nemani1,Nemania sp. NC0429,NC0429,PRJNA571072,2614580,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Nemania,Nemania sp. NC0429,fF5Y14
GCF_000738915.1_Nema_sp_1_ERTm6_V2,Nematocida ausubeli,ERTm6,PRJNA210750;PRJNA82177,1913371,fungi,Microsporidia,,,,,,Nematocida,Nematocida ausubeli,fNESG
GCA_001642395.1_ASM164239v1,Nematocida displodere,JUm2807,PRJNA312555,1805483,fungi,Microsporidia,,,,,,Nematocida,Nematocida displodere,fNEDG
GCF_024244095.1_nhom_JUm1504,Nematocida homosporus,JUm1504,PRJNA579982,1912981,fungi,Microsporidia,,,,,,Nematocida,Nematocida homosporus,fPAPHI01
GCF_021653875.1_ASM2165387v1,Nematocida major,JUm2507,PRJNA579982,1912982,fungi,Microsporidia,,,,,,Nematocida,Nematocida major,fPAPHI01
GCF_024244105.1_nmin_JUm1510,Nematocida minor,JUm1510,PRJNA579982,1912983,fungi,Microsporidia,,,,,,Nematocida,Nematocida minor,fPAPHI01
GCF_000250985.1_Nema_parisii_ERTm1_V3,Nematocida parisii ERTm1,ERTm1,PRJNA210750;PRJNA51843,881290,fungi,Microsporidia,,,,,,Nematocida,Nematocida parisii,fNEPG
GCA_024244115.1_ncid_AWRm77,Nematocida sp. AWRm77,AWRm77,PRJNA579982,2670344,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. AWRm77,fPAPHI01
GCA_024244055.1_niro_AWRm78,Nematocida sp. AWRm78,AWRm78,PRJNA579982,2670341,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. AWRm78,fPAPHI01
GCA_024243935.1_niro_AWRm79,Nematocida sp. AWRm79,AWRm79,PRJNA579982,2670342,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. AWRm79,fPAPHI01
GCA_024244045.1_nokw_AWRm80,Nematocida sp. AWRm80,AWRm80,PRJNA579982,2670343,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. AWRm80,fPAPHI01
GCA_001642415.1_ASM164241v1,Nematocida sp. ERTm5,ERTm5,PRJNA312551,1805481,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. ERTm5,fNEIG
GCA_024244035.1_nfer_LUAm1,Nematocida sp. LUAm1,LUAm1,PRJNA579982,2670338,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. LUAm1,fPAPHI01
GCA_024244025.1_nfer_LUAm2,Nematocida sp. LUAm2,LUAm2,PRJNA579982,2670339,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. LUAm2,fPAPHI01
GCA_024243985.1_nfer_LUAm3,Nematocida sp. LUAm3,LUAm3,PRJNA579982,2670340,fungi,Microsporidia,,,,,,Nematocida,Nematocida sp. LUAm3,fPAPHI01
GCA_030572795.1_ASM3057279v1,Nematodospora anomalae,CBS 13927,PRJNA736342,2859415,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Nematodospora,Nematodospora anomalae,fFUN1261
GCA_030565165.1_ASM3056516v1,Nematodospora valgi,CBS 12562,PRJNA736342,864349,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Nematodospora,Nematodospora valgi,fFUN1262
GCF_022829205.1_ASM2282920v1,Neoarthrinium moseri,CBS 164.80,PRJNA695409,1658444,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Apiosporaceae,Neoarthrinium,Neoarthrinium moseri,fJX266
GCA_019775935.1_ASM1977593v1,Neoascochyta sp. HWLR27,HWLR27,PRJNA590583,2678610,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta sp. HWLR27,fGK023
GCA_003316195.1_ASM331619v1,Neoboletus brunneissimus,MG7,PRJNA454572,1603057,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Neoboletus,Neoboletus brunneissimus,fFUN1263
GCA_038093815.1_DLT08-065-Neoboletus-cf-brunneissimus,Neoboletus cf. brunneissimus,TRTC157140,PRJNA1022813,3095540,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Neoboletus,Neoboletus cf. brunneissimus,fFUN1264
GCA_003316145.1_ASM331614v1,Neoboletus magnificus,MG22,PRJNA454572,374759,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Neoboletus,Neoboletus magnificus,fFUN1265
GCA_003988965.1_ASM398896v1,Neobulgaria alba,D2031,PRJNA487672,1461596,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Gelatinodiscaceae,Neobulgaria,Neobulgaria alba,fFUN1266
GCA_002104975.1_Neocallimastix_sp._G1_v1.0,Neocallimastix californiae,G1,PRJNA262392,1754190,fungi,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Neocallimastix,Neocallimastix californiae,fLY90
GCA_016946835.1_ASM1694683v1,Neocallimastix sp. JGI-2020a,sp3,PRJNA658393,2767002,fungi,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Neocallimastix,Neocallimastix sp. JGI-2020a,fH8356
GCA_022814695.1_ASM2281469v1,Neocatenulostroma microsporum,FJI-L3-BK-P2,PRJNA800051,1431937,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Teratosphaeriaceae,Neocatenulostroma,Neocatenulostroma microsporum,fOHC49
GCA_025603075.1_Conth1,Neoconidiobolus thromboides FSU 785,FSU 785,PRJNA196084,1314799,fungi,Zoopagomycota,,Entomophthoromycetes,,Entomophthorales,Ancylistaceae,Neoconidiobolus,Neoconidiobolus thromboides,fOF858
GCA_027946455.1_ASM2794645v1,Neocucurbitaria cava,IMI 356814,PRJNA786750,798079,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Cucurbitariaceae,Neocucurbitaria,Neocucurbitaria cava,fN0V96
GCA_027946375.1_ASM2794637v1,Neodidymelliopsis sp. IMI 364377,IMI 364377,PRJNA786750,2978358,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Neodidymelliopsis,Neodidymelliopsis sp. IMI 364377,fN0V96
GCA_030412615.1_ASM3041261v1,Neodothiora pruni,JAF-11,PRJNA982603,3161159,dikarya,Ascomycota,,Dothideomycetes,,Dothideales,Dothioraceae,Neodothiora,Neodothiora pruni,fQR320
GCA_031967955.1_ASM3196795v1,Neofusicoccum caryigenum,R1,PRJNA958169,2799457,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum caryigenum,fQFX23
GCA_009830905.1_ASM983090v1,Neofusicoccum cordaticola,CBS 123638,PRJNA497969,643000,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum cordaticola,fECB85
GCA_009829855.1_ASM982985v1,Neofusicoccum kwambonambiense,CBS 123642,PRJNA497969,643001,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum kwambonambiense,fECB85
GCA_029906385.1_ASM2990638v1,Neofusicoccum laricinum,HLJ-QQHE-4,PRJNA956688,121618,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum laricinum,fQEP10
GCA_020912385.1_ASM2091238v1,Neofusicoccum parvum,DUCC19944,PRJNA780227,310453,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum parvum,fLOK51
GCA_021436925.1_ASM2143692v1,Neofusicoccum ribis,M1-105,PRJNA790013,45134,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum ribis,fSLS64
GCA_036936575.1_ASM3693657v1,Neofusicoccum sp. NPBT67,NPBT67,PRJNA783156,2899146,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum sp. NPBT67,fLQK90
GCA_037356115.1_Neofusicoccum_Z2,Neofusicoccum sp. Z2,Z2,PRJNA1048497,3105837,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum sp. Z2,fAB2N02
GCA_037356075.1_Neofusicoccum_Z40,Neofusicoccum sp. Z40,Z40,PRJNA1048497,3108734,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum sp. Z40,fAB2N02
GCA_009829365.1_ASM982936v1,Neofusicoccum umdonicola,CBS 123644,PRJNA497969,643002,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum umdonicola,fECB85
GCF_010093505.1_Horac1,Neohortaea acidophila,CBS 113389,PRJNA334188,245834,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Teratosphaeriaceae,Neohortaea,Neohortaea acidophila,fBDY17
GCA_001929475.1_NeoIirr1.0,Neolecta irregularis DAH-3,DAH-3,PRJNA167926,1198029,dikarya,Ascomycota,,Neolectomycetes,,Neolectales,Neolectaceae,Neolecta,Neolecta irregularis,fNEOLI
GCA_001632425.1_Neole1,Neolentinus lepideus HHB14362 ss-1,HHB14362 ss-1,PRJNA196054,1314782,dikarya,Basidiomycota,,Agaricomycetes,,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus lepideus,fNEOLE
GCA_019137265.1_ASM1913726v1,Neonectria coccinea,CBS 119158,PRJNA593731,57153,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria coccinea,fFUN1267
GCA_001305505.1_Nd324p1.0,Neonectria ditissima,RS 324p,PRJNA285413,78410,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria ditissima,fFUN1268
GCA_030864175.1_ASM3086417v1,Neonectria faginata,MES1 34.1.1,PRJNA994555,992199,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria faginata,fQ2T73
GCA_013759035.1_ASM1375903v1,Neonectria galligena,NRRL 20487,PRJNA630438,56674,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria galligena,fFUN1269
GCA_003385265.1_ASM338526v1,Neonectria hederae,CBS 714.97,PRJNA472761,78402,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria hederae,fFUN1270
GCA_037954305.1_UCR_Neomagnoliae_1.0,Neonectria magnoliae,NRRL 64651,PRJNA980700,2732573,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria magnoliae,fQQZ08
GCA_917563905.1_NneoKNNDK_001_PacBio_v1,Neonectria neomacrospora,KNNDK1,PRJEB41540,78403,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria neomacrospora,fFUN1271
GCA_037954315.1_UCR_Neopunicea_1.0,Neonectria punicea,NRRL 64653,PRJNA980721,979145,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria punicea,fQQX98
GCA_003934905.1_ASM393490v1,Neonectria sp. DH2,DH2,PRJNA507358,1735992,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Neonectria,Neonectria sp. DH2,fEIG97
GCA_003987895.1_ASM398789v1,Neonothopanus nambi,BIN 2379,PRJNA476325,71958,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Neonothopanus,Neonothopanus nambi,fFUN1272
GCA_014621435.1_ASM1462143v1,Neopestalotiopsis clavispora,IHI 201606,PRJNA609840,289240,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis clavispora,fG7054
GCA_023078685.1_ASM2307868v1,Neopestalotiopsis rosae,ML1664,PRJNA818853,1562205,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis rosae,fMRE72
GCA_011058875.1_ASM1105887v1,Neopestalotiopsis sp. 37M,37M,PRJNA532542,2572875,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. 37M,fE8E15
GCA_023628315.1_ASM2362831v1,Neopestalotiopsis sp. M2102B,M2102B,PRJNA833221,2940323,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. M2102B,fFUN1273
GCA_023628335.1_ASM2362833v1,Neopestalotiopsis sp. PM2101,PM2101,PRJNA833221,2940322,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. PM2101,fFUN1274
GCA_023628395.1_ASM2362839v1,Neopestalotiopsis sp. PM2101E,PM2101E,PRJNA833221,2940321,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. PM2101E,fFUN1275
GCA_022813445.1_ASM2281344v1,Neophaeococcomyces aloes,FJII-L3-CM-P2,PRJNA800051,1414634,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,Neophaeococcomyces,Neophaeococcomyces aloes,fOHC49
GCA_040333265.1_ASM4033326v1,Neoroussoella solani,F031,PRJNA1116794,1871389,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Thyridariaceae,Neoroussoella,Neoroussoella solani,fFUN1276
GCA_037367355.1_ASM3736735v1,Neoscytalidium dimidiatum,ND8,PRJNA1018469,108428,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Neoscytalidium,Neoscytalidium dimidiatum,fRMW99
GCA_014282315.1_ASM1428231v1,Neospermospora avenae,VPRI 42798,PRJNA640726,2081332,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Ploettnerulaceae,Neospermospora,Neospermospora avenae,fHWE40
